Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),CODK Hide Product (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Book cover type (product.metafields.shopify.book-cover-type),Bookmark shape (product.metafields.shopify.bookmark-shape),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Recommended age group (product.metafields.shopify.recommended-age-group),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
worlds-best-ex-girlfriend-by-durjoy-datta,Worlds Best Ex-Girlfriend By Durjoy Datta,"<p data-start=""127"" data-end=""465""><strong data-start=""127"" data-end=""157"">World’s Best Ex-Girlfriend</strong> by Durjoy Datta is a refreshing and emotionally layered story about love, heartbreak, and second chances. The novel follows Anmol and Ridhima, a couple whose relationship ends but whose emotions refuse to fade. As they try to move on, fate keeps pulling them back into each other’s lives in unexpected ways.</p>
<p data-start=""467"" data-end=""791"">Set against the backdrop of modern relationships, the book explores how love doesn’t always end when people break up—and how understanding, maturity, and growth can change everything. Durjoy Datta beautifully captures the confusion of letting go, the pain of separation, and the hope that lingers even after love seems lost.</p>
<p data-start=""793"" data-end=""1045"">This book is perfect for readers who enjoy contemporary romance with relatable characters and emotional depth. <em data-start=""904"" data-end=""932"">World’s Best Ex-Girlfriend</em> is a reminder that sometimes, the people who hurt us the most are also the ones who teach us how to love better.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/worlds-best-ex-girlfriend-bk0511827-43513862095065.webp?v=1770141374,1,Worlds Best Ex-Girlfriend By Durjoy Datta by Author’s book & bookmarks – book cover,false,Worlds Best Ex-Girlfriend By Durjoy | Author's Book & Bookmarks,Worlds Best Ex-Girlfriend By Durjoy Datta by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
red-flags-and-rishtas-by-radhika-agrawal,Red Flags And Rishtas By Radhika Agrawal,"<section id=""MainProduct-template--21194970988761__main"" class=""page-width section-template--21194970988761__main-padding"" data-section=""template--21194970988761__main"">
<div class=""pdp-banner"">
<div class=""container"">
<div class=""pdp-banner-container"">
<div class=""pdp-banner-content-container"">
<div class=""book-summary"">
<p class=""book-summary-title"">Book Summary</p>
<div class=""book-summary-desc"">
<div class=""summary-preview"">
<div>
<p>Red Flags And Rishtas is a contemporary romance that follows Ananya Kapoor, a dating-app enthusiast, and Aadar Chauhan, a tradition-steeped but modern man, as they navigate love in Delhi. This witty, hopeful tale of modern dating and old-fashioned values is perfect for adults who enjoy sharp banter, cultural clashes, and a lively race to find real connection.</p>
</div>
<div class=""summary-full"">
<p>Written with warmth and humor, the story unfolds through engaging dialogue and brisk pacing that shifts between Ananya's dating adventures and Aadar's thoughtful, traditional vantage. The experience feels fresh and immersive, with a cast of memorable friends, a vivid Delhi backdrop, and a humor-infused journey that never loses its heart. Red Flags And Rishtas blends playful banter with real insight into how dating apps, family expectations, and personal growth intersect, delivering a narrative that is as entertaining as it is relatable.</p>
<p>As the pages turn, a spirited bet between Ananya and Aadar drives the romance, while the true payoff is a deeper understanding of love's many forms and the ways two people can grow together when they’re willing to listen. The journey invites readers to rethink what makes a relationship work and to believe that happiness can arrive from surprising places, even amid cultural expectations and modern dating chaos.</p>
<ul>
<li>
<b>Key content elements:</b><span> </span>contemporary romance, Delhi setting, two contrasting lead perspectives</li>
<li>
<b>Interactive or standout features:</b><span> </span>witty banter, banter-driven moments, and charming supporting characters</li>
<li>
<b>Learning outcomes or experiences:</b><span> </span>insights into modern dating versus tradition, communication, and personal growth</li>
<li>
<b>Writing or illustration style:</b><span> </span>warm, inviting narration with a brisk, engaging pace</li>
</ul>
<p>After finishing Red Flags And Rishtas, readers are left with a hopeful vision of love that blends humor with heart. They’ll feel encouraged to embrace openness, trust, and the idea that the right connection can emerge when you least expect it—and from the most surprising of places.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</section>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/9789361319280.jpg?v=1770141150,1,Red Flags And Rishtas By Radhika Agrawal by Author’s book & bookmarks – book cover,false,Red Flags And Rishtas By Radhika | Author's Book & Bookmarks,Red Flags And Rishtas By Radhika Agrawal by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,book; relationships; humor-comedy,english,,,,adults,,g,,,active
red-flags-and-rishtas-by-radhika-agrawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/81Po-VX8JjL._AC_UF1000_1000_QL80.jpg?v=1770141150,2,Red Flags And Rishtas By Radhika Agrawal – product image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first-loves-last-loves-by-ruskin-bond,"First Loves, Last Loves By Ruskin Bond","<p data-start=""175"" data-end=""443""><strong data-start=""175"" data-end=""200"">First Love, Last Love</strong> by Ruskin Bond is a tender and timeless collection of stories that explores love in its many quiet, beautiful forms. From the innocence of first love to the ache of longing and memory, these stories capture emotions with simplicity and grace.</p>
<p data-start=""445"" data-end=""731"">Set in familiar landscapes and everyday moments, Ruskin Bond’s writing reflects love that is gentle rather than dramatic—love that lingers in memories, unspoken feelings, and fleeting encounters. His characters are ordinary people, yet their emotions feel deeply personal and universal.</p>
<p data-start=""733"" data-end=""995"">This book is perfect for readers who enjoy slow, reflective storytelling and writing that feels warm and comforting. <em data-start=""850"" data-end=""873"">First Love, Last Love</em> is not about grand declarations, but about the softness of emotion and the way love stays with us, even as time moves on.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/first-loves-last-loves-bk0494991-41768966258905.webp?v=1770140843,1,"First Loves, Last Loves By Ruskin Bond by Author’s book & bookmarks – book cover",false,"First Loves, Last Loves By Ruskin | Author's Book & Bookmarks","First Loves, Last Loves By Ruskin Bond by Author’s book & bookmarks. Add to your Indian literature collection.",Media > Books,,,,,,,,,,,,,,,paperback,,,literature; book,english,,,,adults,,g,,,active
set-on-you-by-amy-lea,Set On You By Amy Lea,"<p data-start=""128"" data-end=""494""><strong data-start=""128"" data-end=""142"">Set on You</strong> by Amy Lea is a bold, feel-good romantic comedy that celebrates self-love, confidence, and owning who you are. The story follows Crystal Chen, a plus-size fitness influencer who believes the gym is for strength—not judgment. When she clashes with a handsome firefighter over gym space, what begins as irritation slowly turns into undeniable chemistry.</p>
<p data-start=""496"" data-end=""782"">Beyond the romance, <em data-start=""516"" data-end=""528"">Set on You</em> explores body positivity, social media pressure, and the courage it takes to be unapologetically yourself. With humor, heart, and relatable characters, the book challenges stereotypes around fitness and beauty while delivering a swoon-worthy love story.</p>
<p data-start=""784"" data-end=""1066"">This book is perfect for readers who enjoy modern rom-coms, strong female leads, and stories that balance romance with meaningful themes. <em data-start=""922"" data-end=""934"">Set on You</em> is a reminder that confidence is powerful, love should feel supportive, and you don’t need to change yourself to deserve happiness.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/crosswordonline-books-default-title-set-on-you-paperback-lea-amy-40471538434265.webp?v=1770140611,1,Set On You By Amy Lea by Author’s book & bookmarks – book cover,false,Set On You By Amy Lea | Author's Book & Bookmarks,Set On You By Amy Lea by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,book; humor-comedy; self-help-personal-development,english,,,,adults,,g,,,active
the-perfect-us-by-durjoy-datta,The Perfect Us By Durjoy Datta,"<p data-start=""159"" data-end=""483""><strong data-start=""159"" data-end=""177"">The Perfect Us</strong> by Durjoy Datta is a heartfelt story about love, vulnerability, and the courage it takes to open up after heartbreak. Set in the fast-paced world of Mumbai, the novel follows Deb and Avantika—two individuals carrying emotional scars, trying to navigate relationships while protecting themselves from pain.</p>
<p data-start=""485"" data-end=""777"">As their lives intertwine, the story explores modern love, commitment issues, fear of abandonment, and the silent battles people fight within themselves. Durjoy Datta beautifully captures the confusion of wanting love while being afraid of it, making the characters deeply relatable and real.</p>
<p data-start=""779"" data-end=""1038"">This book is for readers who enjoy contemporary romance with emotional depth, realistic characters, and introspective storytelling. <em data-start=""911"" data-end=""927"">The Perfect Us</em> reminds us that love doesn’t need perfection—it needs honesty, patience, and the willingness to heal together.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/penguin-random-house-india-books-default-title-pmr-perfect-us-the-paperback-datta-durjoy-40372895875289.webp?v=1770140456,1,The Perfect Us By Durjoy Datta by Author’s book & bookmarks – book cover,false,The Perfect Us By Durjoy Datta | Author's Book & Bookmarks,The Perfect Us By Durjoy Datta by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
warmth-by-rithvik-singh,Warmth By Rithvik Singh,"<p data-start=""185"" data-end=""482""><strong data-start=""185"" data-end=""195"">Warmth</strong> is a deeply personal and quietly powerful book about climate change, responsibility, and what it means to care in a world on the brink. Rather than focusing on statistics or fear, Daniel Sherrell approaches the climate crisis through human emotions—grief, love, hope, and moral courage.</p>
<p data-start=""484"" data-end=""835"">Blending memoir, philosophy, and reflection, <em data-start=""529"" data-end=""537"">Warmth</em> asks difficult questions: How do we live meaningful lives when the future feels uncertain? What do we owe to one another, and to the generations that come after us? The book explores activism not as loud protest alone, but as an act of care, honesty, and staying present with uncomfortable truths.</p>
<p data-start=""837"" data-end=""1136"">This book is for readers who want to understand climate change beyond headlines—for those who feel deeply, think slowly, and believe that empathy and responsibility still matter. <em data-start=""1016"" data-end=""1024"">Warmth</em> is not just about the planet warming; it’s about holding on to our humanity, even when the world feels fragile.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/warmth-words-for-anyone-trying-to-move-on-bestselling-author-rithvik-singh-s-debut-book-original-edition-paperback-singh-rithvik-bk0508878-42587167031513.webp?v=1770140255,1,Warmth By Rithvik Singh by Author’s book & bookmarks – book cover,false,Warmth By Rithvik Singh | Author's Book & Bookmarks,Warmth By Rithvik Singh by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,biography; philosophy; self-help-personal-development,english,,,,adults,,g,,,active
the-kite-runner-by-khaled-hosseini,The Kite Runner By Khaled Hosseini,"<p data-start=""137"" data-end=""451""><strong data-start=""137"" data-end=""156"">The Kite Runner</strong> by Khaled Hosseini is a powerful and haunting novel about friendship, guilt, redemption, and the lasting impact of our choices. Set against the backdrop of a changing Afghanistan, the story follows Amir, a young boy from Kabul, and his complex bond with Hassan, the son of his father’s servant.</p>
<p data-start=""453"" data-end=""789"">Through moments of loyalty, betrayal, and silence, the novel explores how one decision can shape an entire life. As Amir grows up and moves to America, the past continues to follow him—until he is given a chance to return and make things right. The kite becomes a symbol of childhood innocence, lost dreams, and the hope for redemption.</p>
<p data-start=""791"" data-end=""1066"">This book is for readers who appreciate deeply emotional stories, rich cultural settings, and characters who feel painfully real. <strong data-start=""921"" data-end=""940"">The Kite Runner</strong> is not just a story about the past—it is a reminder that forgiveness is possible, and that “there is a way to be good again.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,8,deny,manual,599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/crosswordonline-books-default-title-the-kite-runner-hosseini-khaled-40421769838809.jpg?v=1770140054,1,The Kite Runner By Khaled Hosseini by Author’s book & bookmarks – book cover,false,The Kite Runner By Khaled Hosseini | Author's Book & Bookmarks,The Kite Runner By Khaled Hosseini by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,literature; drama; historical-fiction,english,,,,adults; teens-young-adults,,g,,,active
the-forty-rules-of-love-by-elif-shafak,The Forty Rules Of Love By Elif Shafak,"<div>
<p><b>The Forty Rules Of Love</b><span> </span>is a lyrical contemporary novel that follows Ella Rubinstein’s life as it opens to a spiritual awakening inspired by Rumi and his enigmatic companion, Shams of Tabriz. A thoughtful fusion of modern fiction and Sufi philosophy, it invites adult readers and thoughtful young adults who crave depth, soul-searching, and a hopeful journey toward love.</p>
</div>
<div class=""summary-full"">
<p>Written in warm, accessible prose, the story shifts between Ella's ordinary present and the 13th-century conversations that shaped Rumi’s poetry. The book unfolds around the forty rules of love—each rule a guiding thread that tests assumptions and invites new ways of seeing. The experience is immersive, blending vivid scenes, intimate dialogue, and spiritual reflection to create a journey that feels both intimate and expansive.</p>
<p>Readers meet memorable characters, lush settings, and a path from skepticism to openness as Sufi mysticism mingles with daily life. Through<span> </span><b>The Forty Rules Of Love</b>, the dual timelines reveal how a single relationship—between Rumi and Shams—and a single heart—Ella's—can illuminate faith, love, and belonging. The narrative pace balances reflective passages with lively exchanges, offering lessons about faith, belonging, forgiveness, and the courage to redefine what love means in a modern world.</p>
<ul>
<li>Two intertwined narratives: Ella’s modern life and the 13th-century dialogue between Rumi and Shams</li>
<li>The forty rules of love as a guiding throughline for growth, faith, and connection</li>
<li>Lyrical, imagery-rich writing that invites immersion and reflection</li>
<li>Accessible exploration of Sufi philosophy and its relevance to everyday relationships</li>
<li>Character-driven journey of self-discovery, forgiveness, and transformation</li>
<li>Rich settings, emotional depth, and a pace that blends quiet introspection with sweeping moments</li>
</ul>
<p>After finishing The Forty Rules Of Love, readers carry a deeper sense of what it means to open the heart—to others, to faith, and to themselves. The book leaves you with warmth, curiosity, and a lasting sense of possibility, a gentle reminder that love has the power to transform everyday life.</p>
</div>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,899.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/viking-1-august-2022-books-default-title-the-forty-rules-of-love-hb-shafak-elif-40448361791705.webp?v=1770139835,1,The Forty Rules Of Love By Elif Shafak by Author’s book & bookmarks – book cover,false,The Forty Rules Of Love By Elif | Author's Book & Bookmarks,The Forty Rules Of Love By Elif Shafak by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,hardcover,,,literature; book; self-help-personal-development; biography,english,,,,adults,,g,,,active
blue-sisters-by-coco-mellors,Blue Sisters By Coco Mellors,"<p><strong data-start=""114"" data-end=""130"">Blue Sisters</strong> is a deeply moving story about grief, sisterhood, and the complicated bonds that shape us. It follows three sisters as they navigate love, loss, and the shadows left behind by the sister they lost. Tender yet raw, this book is for readers who appreciate emotional depth, flawed characters, and stories that feel painfully real. A quiet, powerful novel about healing, memory, and the ties that never truly break.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/blue-sisters-bk0506041-43821960888537.webp?v=1770139568,1,Blue Sisters By Coco Mellors by Author’s book & bookmarks – book cover,false,Blue Sisters By Coco Mellors | Author's Book & Bookmarks,Blue Sisters By Coco Mellors by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,literature; family; drama,english,,,,adults,,g,,,active
yellowface-by-rebecca-f-kuang,Yellowface By Rebecca F Kuang,"<p><strong data-start=""107"" data-end=""121"">Yellowface</strong> is a gripping, uncomfortable, and thought-provoking novel about ambition, identity, and the dark side of the publishing world. It follows a writer who steals a story—and slowly loses herself to guilt, fame, and lies. This book is for readers who enjoy morally complex characters, sharp satire, and stories that blur the line between right and wrong. A bold read that questions who gets to tell stories—and at what cost.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/yellowface-bk0506040-42445991739609.webp?v=1770139331,1,Yellowface By Rebecca F Kuang by Author’s book & bookmarks – book cover,false,Yellowface By Rebecca F Kuang | Author's Book & Bookmarks,Yellowface By Rebecca F Kuang by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,literature; thriller-suspense; suspense; drama,english,,,,adults,,g,,,active
the-palace-of-illusions-by-chitra-banerjee-divakaruni,The Palace Of Illusions By Chitra Banerjee Divakaruni,"<p><strong data-start=""141"" data-end=""168"">The Palace of Illusions</strong> by <strong>Chitra Banerjee Divakaruni </strong>retells the Mahabharata through the powerful voice of Draupadi, a woman often unheard in history. This story is about strength, desire, destiny, and the cost of being a woman in a world ruled by men. It’s for readers who love mythology with emotion, depth, and a fresh perspective. A timeless tale of courage, choices, and a woman who refused to be invisible.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/The-Palace-of-Illusions.webp?v=1770138903,1,The Palace Of Illusions By Chitra Banerjee Divakaruni by Author’s book & bookmarks – book cover,false,The Palace Of Illusions By Chitra | Author's Book & Bookmarks,The Palace Of Illusions By Chitra Banerjee Divakaruni by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,literature; historical-fiction,english,,,,adults,,g,,,active
jab-harry-met-sejal-bookmark,Jab Harry Met Sejal Bookmark,"<p>Inspired by <strong data-start=""169"" data-end=""192"">Jab Harry Met Sejal</strong>, this bookmark celebrates love, laughter, and the journey of finding yourself while discovering someone else. It’s for readers who cherish heartfelt connections, travel, and the magic of unexpected moments. Our vision is to turn cinematic stories of love and self-discovery into keepsakes—so every page you read carries warmth, joy, and the thrill of new beginnings.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.34.08AM.jpg?v=1770066284,1,Jab Harry Met Sejal Bookmark by Author’s book & bookmarks – book cover,false,Jab Harry Met Sejal Bookmark | Author's Book & Bookmarks,Jab Harry Met Sejal Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,paper; plastic,,,,,g,,,active
rockstar-bookmark,Rockstar Bookmark,"<p data-start=""176"" data-end=""595""><em data-start=""176"" data-end=""593"">Inspired by the Bollywood movie <strong data-start=""210"" data-end=""222"">Rockstar</strong>, this bookmark captures the journey of love, loss, and the fire that turns pain into art. It’s for readers who believe in chasing passion, feeling every emotion deeply, and letting life’s highs and lows shape their story. Our vision is to turn iconic cinematic journeys into keepsakes—so every page you read carries the music, longing, and intensity of a soul on fire.</em></p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>
<p data-start=""597"" data-end=""692""> </p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.31.32AM.jpg?v=1770066128,1,Rockstar Bookmark by Author’s book & bookmarks – book cover,false,Rockstar Bookmark | Author's Book & Bookmarks,Rockstar Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,paper; plastic,,,,,g,,,active
piku-bookmark,Piku Bookmark,"<p>Inspired by <strong data-start=""157"" data-end=""165"">Piku</strong>, this bookmark celebrates the warmth, humor, and chaos of family bonds. It’s for readers who cherish relationships, everyday moments, and the little stories that make life meaningful. Our vision is to turn relatable, heartwarming characters into keepsakes—so every page you read carries love, laughter, and the magic of connection.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,8,deny,manual,36.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.25.39AM.jpg?v=1770065888,1,Piku Bookmark by Author’s book & bookmarks – book cover,false,Piku Bookmark | Author's Book & Bookmarks,Piku Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,paper; plastic,,,,,g,,,active
aisha-bookmark,Aisha Bookmark,"<p>Inspired by <strong data-start=""175"" data-end=""184"">Aisha</strong> from <em data-start=""190"" data-end=""203"">Wake Up Sid</em>, this bookmark celebrates curiosity, dreams, and the playful spirit of youth. It’s for readers who love embracing life, cherishing little joys, and following their heart with a smile. Our vision is to turn inspiring, relatable characters into keepsakes—so every page you read carries warmth, whimsy, and a spark of everyday magic.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,7,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.22.59AM.jpg?v=1770065617,1,Aisha Bookmark by Author’s book & bookmarks – book cover,false,Aisha Bookmark | Author's Book & Bookmarks,Aisha Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
lootera-bookmark,Lootera Bookmark,"<p>Inspired by <strong data-end=""173"" data-start=""162"">Lootera</strong>, this bookmark captures love that is delicate, fleeting, and unforgettable. It’s for readers who appreciate romance woven with grace, longing, and bittersweet beauty. Our vision is to turn cinematic stories of passion and heartache into keepsakes—so every page you read carries the charm, melancholy, and magic of a love that stays in memory forever.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,8,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.18.52AM.jpg?v=1770065363,1,Lootera Bookmark by Author’s book & bookmarks – book cover,false,Lootera Bookmark | Author's Book & Bookmarks,Lootera Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
bunny-naina,Bunny & Naina,"<p>Inspired by <strong data-start=""192"" data-end=""209"">Bunny &amp; Naina</strong>, this bookmark celebrates friendship, dreams, and the journey of discovering love along the way. It’s for readers who cherish laughter, memories, and the moments that shape us. Our vision is to turn unforgettable cinematic bonds into keepsakes—so every page you read carries warmth, joy, and the magic of shared journeys.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,8,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.15.32AM.jpg?v=1770065175,1,Bunny & Naina by Author’s book & bookmarks – book cover,false,Bunny & Naina | Author's Book & Bookmarks,Bunny & Naina by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
ok-jaanu-bookmark,Ok Jaanu Bookmark,"<p>Inspired by <strong data-end=""188"" data-start=""176"">OK Jaanu</strong>, this bookmark reflects the beauty of love in everyday moments—gentle, honest, and quietly powerful. It’s for readers who cherish relationships built on understanding, trust, and small joys. Our vision is to turn contemporary love stories into keepsakes—so every page you read carries warmth, emotion, and the essence of real, meaningful connections.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,8,deny,manual,36.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.10.56AM.jpg?v=1770064896,1,Ok Jaanu Bookmark by Author’s book & bookmarks – book cover,false,Ok Jaanu Bookmark | Author's Book & Bookmarks,Ok Jaanu Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,paper; plastic,,,,,g,,,active
